instance,algorithm,run,makespan,time
MK15,ACSp,16,893,162
MK15,ACSp,17,945,185
MK15,ACSp,18,904,177
MK15,ACSp,19,889,167
MK15,ACSp,20,917,166
MK15,ACSp,21,879,168
MK15,ACSp,22,849,164
MK15,ACSp,23,873,176
MK15,ACSp,24,877,195
MK15,ACSp,25,862,188
MK15,ACSp,26,854,170
MK15,ACSp,27,824,178
MK15,ACSp,28,819,185
MK15,ACSp,29,828,176
MK15,ACSp,30,897,193
MK15,ECT,1,897,3
MK15,ECT,2,897,3
MK15,ECT,3,897,4
MK15,ECT,4,897,3
MK15,ECT,5,897,3
MK15,ECT,6,897,3
MK15,ECT,7,897,2
MK15,ECT,8,897,4
MK15,ECT,9,897,3
MK15,ECT,10,897,3
MK15,ECT,11,897,3
MK15,ECT,12,897,3
MK15,ECT,13,897,3
MK15,ECT,14,897,3
MK15,ECT,15,897,3
MK15,ECT,16,897,2
MK15,ECT,17,897,3
MK15,ECT,18,897,3
MK15,ECT,19,897,3
MK15,ECT,20,897,3
MK15,ECT,21,897,2
MK15,ECT,22,897,3
MK15,ECT,23,897,3
MK15,ECT,24,897,3
MK15,ECT,25,897,3
MK15,ECT,26,897,3
MK15,ECT,27,897,3
MK15,ECT,28,897,3
MK15,ECT,29,897,3
MK15,ECT,30,897,3
MK2,ACSi,1,49,272
MK2,ACSi,2,53,201
MK2,ACSi,3,53,167
MK2,ACSi,4,53,183
MK2,ACSi,5,48,172
MK2,ACSi,6,53,130
MK2,ACSi,7,56,142
MK2,ACSi,8,53,71
MK2,ACSi,9,47,61
MK2,ACSi,10,58,71
MK2,ACSi,11,55,66
MK2,ACSi,12,54,61
MK2,ACSi,13,57,50
MK2,ACSi,14,50,65
MK2,ACSi,15,49,45
MK2,ACSi,16,50,51
MK2,ACSi,17,55,47
MK2,ACSi,18,55,49
MK2,ACSi,19,56,104
MK2,ACSi,20,54,82
MK2,ACSi,21,52,53
MK2,ACSi,22,52,56
MK2,ACSi,23,52,55
MK2,ACSi,24,47,58
MK2,ACSi,25,53,56
MK2,ACSi,26,60,68
MK2,ACSi,27,54,49
MK2,ACSi,28,49,97
MK2,ACSi,29,54,84
MK2,ACSi,30,48,59
MK2,ACSp,1,56,63
MK2,ACSp,2,55,40
MK2,ACSp,3,53,53
MK2,ACSp,4,57,41
MK2,ACSp,5,54,53
MK2,ACSp,6,57,49
MK2,ACSp,7,57,53
MK2,ACSp,8,53,67
MK2,ACSp,9,51,51
MK2,ACSp,10,49,57
MK2,ACSp,11,52,77
MK2,ACSp,12,54,66
MK2,ACSp,13,55,70
MK2,ACSp,14,51,52
MK2,ACSp,15,56,59
MK2,ACSp,16,61,53
MK2,ACSp,17,54,44
MK2,ACSp,18,59,46
